title,authors,doi,abstract,published_date,publisher,url,Abstract
"Primary Care, Psychology, and Primary Care Psychology","Leonard J Haas, Frank V deGruy",10.1093/oso/9780195149395.003.0001,"<jats:title>Abstract</jats:title>
               Scenarios like this occur many times every day in the offices of pediatricians, internists, family physicians, and gynecologists across the United States. What happens next depends on the train-ing and attitudes of the primary care physician and the mental health professionals involved in the patient’s care. This scenario could follow at least three different pathways: The biomedical pathway: Suspicious that he hasn’t exhausted all possibilities, the physician suggests additional tests to Ms. James. Worried and eager to discover if she has something serious or not, Ms. James agrees and gets a full workup.",2004-8-19,"Oxford University PressNew York, NY",https://doi.org/10.1093/oso/9780195149395.003.0001,"Abstract
               Scenarios like this occur many times every day in the offices of pediatricians, internists, family physicians, and gynecologists across the United States. What happens next depends on the train-ing and attitudes of the primary care physician and the mental health professionals involved in the patient’s care. This scenario could follow at least three different pathways: The biomedical pathway: Suspicious that he hasn’t exhausted all possibilities, the physician suggests additional tests to Ms. James. Worried and eager to discover if she has something serious or not, Ms. James agrees and gets a full workup."
Clinical Psychology Interventions in Primary Care,Leonard J. Haas,10.1093/oxfordhb/9780199328710.013.009,"<p>This chapter reviews the need for clinical psychology services that are integrated into the primary health-care environment and covers in depth the issues that an effective primary care clinical psychologist must understand to function effectively in primary care. These are understanding the primary medical care environment, recognizing the unique characteristics of primary medical care patients who seek psychological services, and the key treatment tactics and strategies necessary for effective work in a primary care environment. Recommendations are illustrated with numerous case examples adapted from the experiences of a veteran primary care clinical psychologist.</p>",2014-5-15,Oxford University Press,https://doi.org/10.1093/oxfordhb/9780199328710.013.009,"This chapter reviews the need for clinical psychology services that are integrated into the primary health-care environment and covers in depth the issues that an effective primary care clinical psychologist must understand to function effectively in primary care. These are understanding the primary medical care environment, recognizing the unique characteristics of primary medical care patients who seek psychological services, and the key treatment tactics and strategies necessary for effective work in a primary care environment. Recommendations are illustrated with numerous case examples adapted from the experiences of a veteran primary care clinical psychologist."
Applied cognitive psychology: Implications of cognitive psychology for clinical psychology and psychotherapy,Michael W. Eysenck,10.1002/jclp.10252,"<jats:title>Abstract</jats:title>Cognitive psychology has made numerous contributions to clinical psychology, and these contributions are considered especially with reference to the anxiety disorders. It is argued that there are four major contributions that can be identified. First, the cognitive approach has led to the development of complex models showing the main cognitive processes and structures of relevance to an understanding of anxiety disorders. Second, controlled laboratory studies permit a more detailed investigation of cognitive biases in anxious patients than generally is feasible in more naturalistic settings. Third, the cognitive approach provides relevant evidence with respect to the issue of whether cognitive biases play a role in the development and maintenance of anxiety disorders. Fourth, the enhanced understanding of the anxiety disorders that has arisen from the cognitive approach has had beneficial effects on therapeutic practice in a number of significant ways. In sum, it is claimed that clinical psychology has benefited considerably from cognitive theory and research. © 2004 Wiley Periodicals, Inc. J Clin Psychol.",2004-2-10,Wiley,https://doi.org/10.1002/jclp.10252,"AbstractCognitive psychology has made numerous contributions to clinical psychology, and these contributions are considered especially with reference to the anxiety disorders. It is argued that there are four major contributions that can be identified. First, the cognitive approach has led to the development of complex models showing the main cognitive processes and structures of relevance to an understanding of anxiety disorders. Second, controlled laboratory studies permit a more detailed investigation of cognitive biases in anxious patients than generally is feasible in more naturalistic settings. Third, the cognitive approach provides relevant evidence with respect to the issue of whether cognitive biases play a role in the development and maintenance of anxiety disorders. Fourth, the enhanced understanding of the anxiety disorders that has arisen from the cognitive approach has had beneficial effects on therapeutic practice in a number of significant ways. In sum, it is claimed that clinical psychology has benefited considerably from cognitive theory and research. © 2004 Wiley Periodicals, Inc. J Clin Psychol."
Clinical Psychology Interventions in Primary Care,Leonard J. Haas,10.1093/oxfordhb/9780195366884.013.0027,"<p>This chapter reviews the need for clinical psychology services that are integrated into the primary health-care environment and covers in depth the issues that an effective primary care clinical psychologist must understand to function effectively in primary care. These are understanding the primary medical care environment, recognizing the unique characteristics of primary medical care patients who seek psychological services, and the key treatment tactics and strategies necessary for effective work in a primary care environment. Recommendations are illustrated with numerous case examples adapted from the experiences of a veteran primary care clinical psychologist.</p>",2010-12-14,Oxford University Press,https://doi.org/10.1093/oxfordhb/9780195366884.013.0027,"This chapter reviews the need for clinical psychology services that are integrated into the primary health-care environment and covers in depth the issues that an effective primary care clinical psychologist must understand to function effectively in primary care. These are understanding the primary medical care environment, recognizing the unique characteristics of primary medical care patients who seek psychological services, and the key treatment tactics and strategies necessary for effective work in a primary care environment. Recommendations are illustrated with numerous case examples adapted from the experiences of a veteran primary care clinical psychologist."
Enduring Debates on Psychology and Language in the 20th Century,Trevor A. Harley,10.1093/acrefore/9780190236557.013.544,"<p>Research in the psychology of language has been dogged by some enduring controversies, many of which continue to divide researchers. Furthermore, language research has been riven by too many dichotomies and too many people taking too extreme a position, and progress is only likely to be made when researchers recognize that language is a complex system where simple dichotomies may not be relevant. The enduring controversies cover the width of psycholinguistics, including the work of Chomsky and the nature of language, to what extent language is innately determined and the origin of language and how it evolved. Chomsky’s work has also influenced our conceptions of the modularity of the structure of the mind and the nature of psychological processing. Advances in the sophistication of brain imaging techniques have led to debate about exactly what these techniques can tell us about the psychological processing of language. There has also been much debate about whether psychological processing occurs through explicit rules or statistical mapping, a debate driven by connectionist modeling, deep learning, and techniques for the analysis of “big data.” Another debate concerns the role of prediction in language and cognition and the related issues of the relationship between language comprehension and language production. To what extent is language processing embodied, and how does it relate to controversies about “embedded cognition”? Finally, there has been debate about the purpose and use of language.</p>",2020-4-30,Oxford University Press,https://doi.org/10.1093/acrefore/9780190236557.013.544,"Research in the psychology of language has been dogged by some enduring controversies, many of which continue to divide researchers. Furthermore, language research has been riven by too many dichotomies and too many people taking too extreme a position, and progress is only likely to be made when researchers recognize that language is a complex system where simple dichotomies may not be relevant. The enduring controversies cover the width of psycholinguistics, including the work of Chomsky and the nature of language, to what extent language is innately determined and the origin of language and how it evolved. Chomsky’s work has also influenced our conceptions of the modularity of the structure of the mind and the nature of psychological processing. Advances in the sophistication of brain imaging techniques have led to debate about exactly what these techniques can tell us about the psychological processing of language. There has also been much debate about whether psychological processing occurs through explicit rules or statistical mapping, a debate driven by connectionist modeling, deep learning, and techniques for the analysis of “big data.” Another debate concerns the role of prediction in language and cognition and the related issues of the relationship between language comprehension and language production. To what extent is language processing embodied, and how does it relate to controversies about “embedded cognition”? Finally, there has been debate about the purpose and use of language."
Attitudes,"Jay K. Wood, Leandre R. Fabrigar",10.1093/obo/9780199828340-0074,"<p>The attitude construct is one of the oldest and most-studied constructs in social psychology, and as such, it has had a tremendous impact on the social sciences over the past century. This long history notwithstanding, a historical review of the attitudes literature reveals a construct whose popularity has waxed and waned over the decades and that has generated a number of passionate debates. One area of contention over the years is probably the most fundamental: what exactly are attitudes? Although the definition of the term attitude has gone through many incarnations since its early definition as a “mental and neural state of readiness” (Allport 1935, cited under General Overviews, p. 810; see also the special issue of the journal Social Cognition 25.5 for a variety of perspectives on the definition of attitudes), most current researchers use the term to refer to a valenced evaluation of something, be it a person, object, concept, event, action, etc. (i.e., the attitude object). Most theorists consider attitudes to be relatively enduring (i.e., they are typically not transitory like phenomena such as mood states); however, the extent to which they are stable and enduring would be expected to fall on a continuum, and is determined by factors such as variations in cognitive structure. Furthermore, many contemporary researchers suggest that a distinction can be made between attitudes that are deliberative and within an individual’s control, and those that are nondeliberative and automatic (i.e., explicit versus implicit attitudes). Much of the research on attitudes has focused on issues such as the structure and function of attitudes, how they influence behavior and judgment, how they can be changed, and even whether we need them and if they exist at all. The citations that were chosen for inclusion in this article were selected for a number of reasons: Some are particularly comprehensive or well-written overviews of a topic, others are seminal works or significantly advance our understanding of the construct, and still others shed light on a particular point of contention in the literature. The article begins with General Overviews, Textbooks, and selective Journals that publish high-quality attitudes research and review articles. Next, attention is turned to measurement issues in attitudes research. The largest section of the article is devoted to Attitude Formation and Change (i.e., persuasion), as this is the subtopic that has historically received the most attention from attitudes researchers, as is indicated by the corresponding volume of literature. The article then looks at attitude structure and function before concluding with coverage of the potential impact of attitudes on behavior.</p>",2012-6-26,Oxford University Press,https://doi.org/10.1093/obo/9780199828340-0074,"The attitude construct is one of the oldest and most-studied constructs in social psychology, and as such, it has had a tremendous impact on the social sciences over the past century. This long history notwithstanding, a historical review of the attitudes literature reveals a construct whose popularity has waxed and waned over the decades and that has generated a number of passionate debates. One area of contention over the years is probably the most fundamental: what exactly are attitudes? Although the definition of the term attitude has gone through many incarnations since its early definition as a “mental and neural state of readiness” (Allport 1935, cited under General Overviews, p. 810; see also the special issue of the journal Social Cognition 25.5 for a variety of perspectives on the definition of attitudes), most current researchers use the term to refer to a valenced evaluation of something, be it a person, object, concept, event, action, etc. (i.e., the attitude object). Most theorists consider attitudes to be relatively enduring (i.e., they are typically not transitory like phenomena such as mood states); however, the extent to which they are stable and enduring would be expected to fall on a continuum, and is determined by factors such as variations in cognitive structure. Furthermore, many contemporary researchers suggest that a distinction can be made between attitudes that are deliberative and within an individual’s control, and those that are nondeliberative and automatic (i.e., explicit versus implicit attitudes). Much of the research on attitudes has focused on issues such as the structure and function of attitudes, how they influence behavior and judgment, how they can be changed, and even whether we need them and if they exist at all. The citations that were chosen for inclusion in this article were selected for a number of reasons: Some are particularly comprehensive or well-written overviews of a topic, others are seminal works or significantly advance our understanding of the construct, and still others shed light on a particular point of contention in the literature. The article begins with General Overviews, Textbooks, and selective Journals that publish high-quality attitudes research and review articles. Next, attention is turned to measurement issues in attitudes research. The largest section of the article is devoted to Attitude Formation and Change (i.e., persuasion), as this is the subtopic that has historically received the most attention from attitudes researchers, as is indicated by the corresponding volume of literature. The article then looks at attitude structure and function before concluding with coverage of the potential impact of attitudes on behavior."
Testing and Assessment,Vesna Buško,10.1093/obo/9780199828340-0059,"<p>Testing and assessment of individual differences have been an essential part of professional work of scientists and practitioners in psychology and related disciplines. It is generally acknowledged that psychological tests, along with the existing conceptualizations of measurements of human potentials, are among the most-valuable contributions of behavioral sciences to society. The majority of psychological phenomena, or theoretical constructs, are not observable directly. Because of their latent nature, they are typically measured indirectly, that is, by registering behavior on appropriate tasks or responses to test items. Psychological testing is regarded as the process of measuring human attributes by procedures designed to obtain a sample of behavior. The meaning of assessment is broader to some extent and includes gathering and integration of test-related data, and those from other sources, to make an evaluation, professional decision, or recommendation about a person. Within more than a century of testing and assessment practice, different conceptual frameworks have been proposed and have served as a foundation of psychological test development, including the methods for evaluation of their usefulness and quality. Despite the controversies surrounding both classical and modern formulations of test theory, they appear to be widely used today and complement each other in designing and evaluating psychological and educational tests. Testing practice is for many reasons an extremely sensitive issue. It is most often not only a professional but also a public issue. Because the decisions based on test results and their interpretations often entail important individual and societal consequences, psychological testing has been the target of profound public attention and a long-standing criticism. The first part of this article introduces General Overviews and Textbooks, representing major aspects of testing theory, methodological principles in test design and evaluation, and the areas of application. Selected Reference Works concern either theoretical foundations of psychological testing or the assessment issues used related to particular fundamental or applied fields of psychology. Several excellent Journals that specialize in publishing articles on advances in psychometrics, along with theoretical and practical aspects of assessment, are also presented, as well as critical sources of information on measurement instruments and their utility. The article concludes with considerations of Ethical, Societal, and Cultural Issues that are linked to the process of psychological testing and assessment, including the responsibilities of all parties involved in the assessment data-gathering procedures and the uses of test results.</p>",2011-11-29,Oxford University Press,https://doi.org/10.1093/obo/9780199828340-0059,"Testing and assessment of individual differences have been an essential part of professional work of scientists and practitioners in psychology and related disciplines. It is generally acknowledged that psychological tests, along with the existing conceptualizations of measurements of human potentials, are among the most-valuable contributions of behavioral sciences to society. The majority of psychological phenomena, or theoretical constructs, are not observable directly. Because of their latent nature, they are typically measured indirectly, that is, by registering behavior on appropriate tasks or responses to test items. Psychological testing is regarded as the process of measuring human attributes by procedures designed to obtain a sample of behavior. The meaning of assessment is broader to some extent and includes gathering and integration of test-related data, and those from other sources, to make an evaluation, professional decision, or recommendation about a person. Within more than a century of testing and assessment practice, different conceptual frameworks have been proposed and have served as a foundation of psychological test development, including the methods for evaluation of their usefulness and quality. Despite the controversies surrounding both classical and modern formulations of test theory, they appear to be widely used today and complement each other in designing and evaluating psychological and educational tests. Testing practice is for many reasons an extremely sensitive issue. It is most often not only a professional but also a public issue. Because the decisions based on test results and their interpretations often entail important individual and societal consequences, psychological testing has been the target of profound public attention and a long-standing criticism. The first part of this article introduces General Overviews and Textbooks, representing major aspects of testing theory, methodological principles in test design and evaluation, and the areas of application. Selected Reference Works concern either theoretical foundations of psychological testing or the assessment issues used related to particular fundamental or applied fields of psychology. Several excellent Journals that specialize in publishing articles on advances in psychometrics, along with theoretical and practical aspects of assessment, are also presented, as well as critical sources of information on measurement instruments and their utility. The article concludes with considerations of Ethical, Societal, and Cultural Issues that are linked to the process of psychological testing and assessment, including the responsibilities of all parties involved in the assessment data-gathering procedures and the uses of test results."
Homeric Psychology,Joel P. Christensen,10.7591/cornell/9781501752346.003.0002,"<p>This chapter presents the author's view of psychology in Homer. It begins by suggesting that the <italic>Odyssey</italic> is particularly interested in a central psychological issue — agency — and that it demands that its audience consider issues of agency and responsibility throughout its plot. The chapter then distinguishes the author's view of Homeric psychology from prior treatments among Homerists by introducing concepts from Jerome Bruner and Mark Turner (among others), who have written about connections between narrative and literature, on the one hand, and human psychology, on the other. These two authors conceptualize some generalizable concepts — Bruner's “folk psychology” and Turner's “everyday mind” — which provide frameworks for thinking of the <italic>Odyssey</italic> as therapeutic on a social level, especially in the context of repeated performances. In pursuing this last framework, the chapter starts by teasing out some common threads that help to support the <italic>Odyssey</italic> as an investigation of human minds before addressing the issue of the engagement between the epic and collective mentalities.</p>",2020-12-15,Cornell University Press,https://doi.org/10.7591/cornell/9781501752346.003.0002,"This chapter presents the author's view of psychology in Homer. It begins by suggesting that the Odyssey is particularly interested in a central psychological issue — agency — and that it demands that its audience consider issues of agency and responsibility throughout its plot. The chapter then distinguishes the author's view of Homeric psychology from prior treatments among Homerists by introducing concepts from Jerome Bruner and Mark Turner (among others), who have written about connections between narrative and literature, on the one hand, and human psychology, on the other. These two authors conceptualize some generalizable concepts — Bruner's “folk psychology” and Turner's “everyday mind” — which provide frameworks for thinking of the Odyssey as therapeutic on a social level, especially in the context of repeated performances. In pursuing this last framework, the chapter starts by teasing out some common threads that help to support the Odyssey as an investigation of human minds before addressing the issue of the engagement between the epic and collective mentalities."
Introduction,Stephen P. Hinshaw,10.1093/med:psych/9780195320268.003.0016,"<p>This chapter presents an introduction to this title as a whole. It discusses the approach that the title takes, and highlights the core themes that the individual narrative chapters address, including confusion, pain, loneliness and isolation, vulnerability, courage, the shaping of identity and career, and stigma,</p>",2015-8,Oxford University Press,https://doi.org/10.1093/med:psych/9780195320268.003.0016,"This chapter presents an introduction to this title as a whole. It discusses the approach that the title takes, and highlights the core themes that the individual narrative chapters address, including confusion, pain, loneliness and isolation, vulnerability, courage, the shaping of identity and career, and stigma,"
Psychoneuroimmunology,"Michelle A. Chen, Christopher P. Fagundes",10.1093/obo/9780199828340-0303,"<p>The field of psychoneuroimmunology is concerned with how psychological factors “get under the skin” to impact the nervous system and immune system. Using observational longitudinal and experimental methods, researchers in the field of psychoneuroimmunology have found that psychological factors can dysregulate the immune system, the central and peripheral nervous system, and the endocrine system in ways that influence wound healing, latent herpesvirus reactivation, vaccine responses, susceptibility to viruses, and pro-inflammatory cytokine production (i.e., production of proteins that signal immune cells that promote inflammation). Specifically, neurotransmitters and hormones regulate immune cells, which in turn have vast clinical implications on health and immunity. Theories and methods within psychoneuroimmunology have been utilized to investigate a wide array of physical health problems from asthma to cardiovascular disease and some cancers. Interpersonal stressors appear to have a particularly significant impact on these systems in comparison to non-interpersonal stressors. Furthermore, stressors that occur early in life may have a lasting effect on the immune system, the endocrine system, and the nervous system into adulthood and old age. The field has become increasingly focused on how the immune system can impact mood and behavior. Indeed, certain types of depression and fatigue appear to be affected by dysregulated immunity. Emerging areas of investigation include a focus on interactions between the brain, gut, mitochondria, and diet. Finally, there is great interest in understanding how epigenetic processes (i.e., how genes are expressed) emerge from life experiences, impacting immunity and disease.</p>",2023-1-12,Oxford University Press,https://doi.org/10.1093/obo/9780199828340-0303,"The field of psychoneuroimmunology is concerned with how psychological factors “get under the skin” to impact the nervous system and immune system. Using observational longitudinal and experimental methods, researchers in the field of psychoneuroimmunology have found that psychological factors can dysregulate the immune system, the central and peripheral nervous system, and the endocrine system in ways that influence wound healing, latent herpesvirus reactivation, vaccine responses, susceptibility to viruses, and pro-inflammatory cytokine production (i.e., production of proteins that signal immune cells that promote inflammation). Specifically, neurotransmitters and hormones regulate immune cells, which in turn have vast clinical implications on health and immunity. Theories and methods within psychoneuroimmunology have been utilized to investigate a wide array of physical health problems from asthma to cardiovascular disease and some cancers. Interpersonal stressors appear to have a particularly significant impact on these systems in comparison to non-interpersonal stressors. Furthermore, stressors that occur early in life may have a lasting effect on the immune system, the endocrine system, and the nervous system into adulthood and old age. The field has become increasingly focused on how the immune system can impact mood and behavior. Indeed, certain types of depression and fatigue appear to be affected by dysregulated immunity. Emerging areas of investigation include a focus on interactions between the brain, gut, mitochondria, and diet. Finally, there is great interest in understanding how epigenetic processes (i.e., how genes are expressed) emerge from life experiences, impacting immunity and disease."
Disgust,"Daniel Linford, Mallory Parker, Daniel Kelly",10.1093/obo/9780199828340-0251,"<p>Research on disgust connects to a surprisingly large variety of topics across the behavioral sciences and humanities. It serves as a case study in debates about the nature of emotions themselves, their relationship to cognition and affect, whether and how much they might be innately constrained or socially constructed, which parts might be universal (and uniquely) human, and which can vary across cultures and eras, malleable in the face of diverse social influences. These questions have been addressed by researchers using a number of approaches. Developmental psychologists have been piecing together the typical ontogenetic trajectory of disgust, the emergence of its different components during childhood and adolescence, and its progression from being mostly concerned with brute physical food- and body-based cues to becoming increasingly alert to and involved in social dynamics. Evolutionarily oriented researchers have sought to identify the primary and secondary functions of disgust, the biological and cultural adaptive challenges they were selected to help solve, and the character of the facial expressions that help transmit information relevant to solving them. As always, research on brain function as well as typical patterns of dysfunction, breakdown, and involvement with mental disorder sheds light on all of these questions. Much research has focused on investigating the variety of domains in which disgust appears to operate, ranging from food regulation to disease avoidance to sexual activity and mate selection. Researchers continue to debate the differences and similarities between episodes of disgust that are provoked by elicitors from each these different domains. Disgust operates in the moral and aesthetic domains as well, imbuing a class of norms with its singular phenomenology and motivational force, the effects and implications of which have been investigated and debated by psychologists, anthropologists, and philosophers. Some argue that disgust does and should play important roles in Morality, moral judgment, and moral justification. Others are skeptical, arguing that ideally disgust would be completely absent from morality, and that we should aspire to minimize its role in moral judgments and social institutions. Another form of skepticism takes issue with the descriptive claims and empirical evidence itself, questioning whether the effects of disgust on moral judgment are as large and systematic as asserted, with some questioning whether what appears to be influencing moral judgments is genuinely disgust at all, or whether talk of ‘moral disgust’ is merely metaphorical. These areas of research are connected to recent work on disgust and politics, and how a person’s political orientation relates to disgust sensitivity, norm cognition, and their conception of the content and boundaries of the moral domain. Aestheticians have also taken an interest in disgust and the way artists have used it to evoke characteristic response in their audiences.</p>",2019-9-25,Oxford University Press,https://doi.org/10.1093/obo/9780199828340-0251,"Research on disgust connects to a surprisingly large variety of topics across the behavioral sciences and humanities. It serves as a case study in debates about the nature of emotions themselves, their relationship to cognition and affect, whether and how much they might be innately constrained or socially constructed, which parts might be universal (and uniquely) human, and which can vary across cultures and eras, malleable in the face of diverse social influences. These questions have been addressed by researchers using a number of approaches. Developmental psychologists have been piecing together the typical ontogenetic trajectory of disgust, the emergence of its different components during childhood and adolescence, and its progression from being mostly concerned with brute physical food- and body-based cues to becoming increasingly alert to and involved in social dynamics. Evolutionarily oriented researchers have sought to identify the primary and secondary functions of disgust, the biological and cultural adaptive challenges they were selected to help solve, and the character of the facial expressions that help transmit information relevant to solving them. As always, research on brain function as well as typical patterns of dysfunction, breakdown, and involvement with mental disorder sheds light on all of these questions. Much research has focused on investigating the variety of domains in which disgust appears to operate, ranging from food regulation to disease avoidance to sexual activity and mate selection. Researchers continue to debate the differences and similarities between episodes of disgust that are provoked by elicitors from each these different domains. Disgust operates in the moral and aesthetic domains as well, imbuing a class of norms with its singular phenomenology and motivational force, the effects and implications of which have been investigated and debated by psychologists, anthropologists, and philosophers. Some argue that disgust does and should play important roles in Morality, moral judgment, and moral justification. Others are skeptical, arguing that ideally disgust would be completely absent from morality, and that we should aspire to minimize its role in moral judgments and social institutions. Another form of skepticism takes issue with the descriptive claims and empirical evidence itself, questioning whether the effects of disgust on moral judgment are as large and systematic as asserted, with some questioning whether what appears to be influencing moral judgments is genuinely disgust at all, or whether talk of ‘moral disgust’ is merely metaphorical. These areas of research are connected to recent work on disgust and politics, and how a person’s political orientation relates to disgust sensitivity, norm cognition, and their conception of the content and boundaries of the moral domain. Aestheticians have also taken an interest in disgust and the way artists have used it to evoke characteristic response in their audiences."
Common Ethical and Legal Challenges in School Psychology,"Rosemary Flanagan, Jeff A. Miller",10.1093/med:psych/9780195386325.003.0010,<p>Chapter 10 discusses the ethics codes that school psychologists are expected to follow irrespective of their level of educational attainment. It also explores practice competencies and reflective practice while following ethical principles as well as the requirements of law and regulation.</p>,2010-8,Oxford University Press,https://doi.org/10.1093/med:psych/9780195386325.003.0010,Chapter 10 discusses the ethics codes that school psychologists are expected to follow irrespective of their level of educational attainment. It also explores practice competencies and reflective practice while following ethical principles as well as the requirements of law and regulation.
"Conceptual, Theoretical, and Scientific Foundations of School Psychology","Rosemary Flanagan, Jeff A. Miller",10.1093/med:psych/9780195386325.003.0002,"<p>Chapter 2 discusses the purpose of school psychology as being significantly different from that of other professional psychology specialties, which provides the field with a range of opportunities while at the same time laying a clear parameter outlining the boundaries of the specialty. It also examines the conceptual basis of the specialty, showing it as the necessary glue that holds together the profession’s judgments about the application of theory and empirical data to the practice of school psychology. It covers how school psychology has a clear purpose distinct from other areas of professional psychology, a signature conceptual foundation, and a theoretically integrated basis that is informed by the empirical literature for the practice of school psychology, and how these features define the distinct specialty of school psychology within professional psychology.</p>",2010-8,Oxford University Press,https://doi.org/10.1093/med:psych/9780195386325.003.0002,"Chapter 2 discusses the purpose of school psychology as being significantly different from that of other professional psychology specialties, which provides the field with a range of opportunities while at the same time laying a clear parameter outlining the boundaries of the specialty. It also examines the conceptual basis of the specialty, showing it as the necessary glue that holds together the profession’s judgments about the application of theory and empirical data to the practice of school psychology. It covers how school psychology has a clear purpose distinct from other areas of professional psychology, a signature conceptual foundation, and a theoretically integrated basis that is informed by the empirical literature for the practice of school psychology, and how these features define the distinct specialty of school psychology within professional psychology."
5. The psychology of music performance,Elizabeth Hellmuth Margulis,10.1093/actrade/9780190640156.003.0005,"<p>Performers occupy a special role within contemporary Western musical culture. Since two individuals can produce markedly different responses by playing the same notes, it is clear that notation fails to capture some of the most critical dimensions of musical communication. What are these dimensions? What does it take to acquire the kind of expertise in manipulating them that top-notch performers possess? How do listeners perceive and respond to them? “The psychology of music performance” tries to understand this expressive power. It considers expressivity in performance as well as its mechanics, the way that practice shapes performance, listener responses to performer choices, and the processes of creativity and improvisation.</p>",2018-11-22,Oxford University Press,https://doi.org/10.1093/actrade/9780190640156.003.0005,"Performers occupy a special role within contemporary Western musical culture. Since two individuals can produce markedly different responses by playing the same notes, it is clear that notation fails to capture some of the most critical dimensions of musical communication. What are these dimensions? What does it take to acquire the kind of expertise in manipulating them that top-notch performers possess? How do listeners perceive and respond to them? “The psychology of music performance” tries to understand this expressive power. It considers expressivity in performance as well as its mechanics, the way that practice shapes performance, listener responses to performer choices, and the processes of creativity and improvisation."
The contributions of behavioral psychology to the theory and practice of school psychology,"Ioannis N. Paraskevopoulos, Nikolaos D. Giannitsas",10.12681/psy_hps.24158,ABSTRACT IS AVAILABLE IN THE PDF,2020-10-15,National Documentation Centre (EKT),https://doi.org/10.12681/psy_hps.24158,ABSTRACT IS AVAILABLE IN THE PDF
The Psychology of Developmen t and the Psychology of Literacy: A Poin t of Intersection,H.S. Bhola,10.1177/097133369000200105,"The correlations between literacy and development are universally recognised, though not always fully understood. Since the individual is the locus of all learning as well as the agent of all development actions, psychological approaches to the study of the relationship between literacy and development should be promising. The essential question in the psychology of development is: What type and quality of human psyche is relatively more amenable to generating and sustaining development, both at the personal and societal levels? The essential question in the psychology of literacy is: What effect, if any, does literacy learning have on the psyche of the new literate? Finally, at the intersection of these two research and theory traditions lies another question: What is the role of literacy in development? Formulated in practical terms, we can ask the question: At this historical time, in the midst of the International Literacy Year, 1990, is development in the Third World possible without the universalisation of literacy in the region?",1990-3,SAGE Publications,https://doi.org/10.1177/097133369000200105,"The correlations between literacy and development are universally recognised, though not always fully understood. Since the individual is the locus of all learning as well as the agent of all development actions, psychological approaches to the study of the relationship between literacy and development should be promising. The essential question in the psychology of development is: What type and quality of human psyche is relatively more amenable to generating and sustaining development, both at the personal and societal levels? The essential question in the psychology of literacy is: What effect, if any, does literacy learning have on the psyche of the new literate? Finally, at the intersection of these two research and theory traditions lies another question: What is the role of literacy in development? Formulated in practical terms, we can ask the question: At this historical time, in the midst of the International Literacy Year, 1990, is development in the Third World possible without the universalisation of literacy in the region?"
"Positive Psychology and Humanistic Psychology: Evil Twins, Sibling Rivals, Distant Cousins, or Something Else?",Grant J. Rich,10.1177/0022167817698820,"This article builds on earlier work by Rich in the Journal of Humanistic Psychology on relations between positive psychology and humanistic psychology and examines both developments and challenges over the past 15 years, including discussion of leading critics of positive psychology such as Brown, Friedman, Held, Kagan, Waterman, and Wong. The discipline of positive psychology is contextualized with respect to the history of psychology in general, and humanistic psychology in particular, and several notable examples of well-being research are examined critically, including work by Fredrickson on the positivity ratio, and mixed-methods research by anthropologists. The article explores some limitations of the use of quantitative methods in positive psychology, notes some advantages of the use of qualitative methods for positive psychology, and discusses issues regarding the relationship between positive psychology and humanistic psychology, including how, whether, if, and when scholars from the two disciplines could collaborate in meaningful and effective ways.",2017-3-17,SAGE Publications,https://doi.org/10.1177/0022167817698820,"This article builds on earlier work by Rich in the Journal of Humanistic Psychology on relations between positive psychology and humanistic psychology and examines both developments and challenges over the past 15 years, including discussion of leading critics of positive psychology such as Brown, Friedman, Held, Kagan, Waterman, and Wong. The discipline of positive psychology is contextualized with respect to the history of psychology in general, and humanistic psychology in particular, and several notable examples of well-being research are examined critically, including work by Fredrickson on the positivity ratio, and mixed-methods research by anthropologists. The article explores some limitations of the use of quantitative methods in positive psychology, notes some advantages of the use of qualitative methods for positive psychology, and discusses issues regarding the relationship between positive psychology and humanistic psychology, including how, whether, if, and when scholars from the two disciplines could collaborate in meaningful and effective ways."
On Doing Psychology Critically,Klaus Holzkamp,10.1177/0959354392022007,"Critical psychology's `historical empirical' method of reconstituting the basic concepts (categories) of psychology yields a conception of the psychical as an objective property of a system of living organisms. The specifically human individual psyche is reflected as a partial aspect of more comprehensive historical, societal structures. Humans do not respond to external stimuli but to meaning structures which are generalized societal possibilities for action. These, however, do not determine action directly, but act only as premises for action. What a person actually does in a situation is mediated by subjective grounds for action, that is, by what appears to be reasonable or appropriate from the standpoint of the subject. The concept of `action potence' is introduced to distinguish between grounds leading to action that merely accommodates external demands and grounds leading to action-usually collective-that alters those demands in order to bring them into line with subjective needs.",1992-5,SAGE Publications,https://doi.org/10.1177/0959354392022007,"Critical psychology's `historical empirical' method of reconstituting the basic concepts (categories) of psychology yields a conception of the psychical as an objective property of a system of living organisms. The specifically human individual psyche is reflected as a partial aspect of more comprehensive historical, societal structures. Humans do not respond to external stimuli but to meaning structures which are generalized societal possibilities for action. These, however, do not determine action directly, but act only as premises for action. What a person actually does in a situation is mediated by subjective grounds for action, that is, by what appears to be reasonable or appropriate from the standpoint of the subject. The concept of `action potence' is introduced to distinguish between grounds leading to action that merely accommodates external demands and grounds leading to action-usually collective-that alters those demands in order to bring them into line with subjective needs."
